v1,v2
0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
0,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
0,Those ducking chinchillas
0,Ok ill tell the company
0,Yes i thought so. Thanks.
0,soon you will have the real thing princess! Do i make you wet? :)
0,Play w computer? Aiyah i tok 2 u lor?
0,Anytime...
0,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
0,Didn't you get hep b immunisation in nigeria.
0,Ok. I only ask abt e movie. U wan ktv oso?
0,"This is one of the days you have a billion classes, right?"
0,Super da:)good replacement for murali
0,Yar lor... How u noe? U used dat route too?
0,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
0,Tired. I haven't slept well the past few nights.
0,Ugh I don't wanna get out of bed. It's so warm.
0,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
0,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
0,Ugh fuck it I'm resubbing to eve
0,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
0,"Yup, leaving right now, be back soon"
0,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
0,But i juz remembered i gotta bathe my dog today..
0,"I'm in a meeting, call me later at"
0,Somebody should go to andros and steal ice
0,"Aight, lemme know what's up"
0,Morning only i can ok.
0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
0,Later i guess. I needa do mcat study too.
0,I'm hungry buy smth home...
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
0,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
0,Hope you are having a great day.
0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
0,"Yo, you at jp and hungry like a mofo?"
0,"That's cool he'll be here all night, lemme know when you're around"
0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
0,3 pa but not selected.
0,So what about you. What do you remember
0,Have you seen who's back at Holby?!
0,Thats cool. i am a gentleman and will treat you with dignity and respect.
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
0,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
0,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
0,May i call You later Pls
0,Is avatar supposed to have subtoitles
0,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
0,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
0,Take us out shopping and Mark will distract Isaiah.=D
0,thanks for the temales it was wonderful. Thank. Have a great week.
0,The battery is for mr adewale my uncle. Aka Egbon
0,Neshanth..tel me who r u?
0,I want snow. It's just freezing and windy.
0,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
0,How much it will cost approx . Per month.
0,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
0,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
0,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
0,I want to see your pretty pussy...
0,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
0,Nope... C Ì_ then...
0,I guess it is useless calling u 4 something important.
0,Which is weird because I know I had it at one point
0,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
0,Ill call you evening ill some ideas.
0,I anything lor...
0,Call him and say you not coming today ok and tell them not to fool me like this ok
0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
0,I dunno until when... Lets go learn pilates...
0,Not a drop in the tank
0,"Hi this is yijue, can i meet u at 11 tmr?"
0,Two teams waiting for some players
0,Jason says it's cool if we pick some up from his place in like an hour
0,"Ok da, i already planned. I wil pick you."
0,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
0,Detroit. The home of snow. Enjoy it.
0,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
0,Yes. that will be fine. Love you. Be safe.
0,But really quite funny lor wat... Then u shd haf run shorter distance wat...
0,"Call me, i am senthil from hsbc."
0,Wat time u finish ur lect today?
0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
0,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
0,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
0,"Well, i'm gonna finish my bath now. Have a good...fine night."
0,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
0,S:)8 min to go for lunch:)
0,Annoying isn't it.
0,You are right. Meanwhile how's project twins comin up
0,No. On the way home. So if not for the long dry spell the season would have been over
0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
0,Yes! How is a pretty lady like you single?
0,;-) ok. I feel like john lennon.
0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
0,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
0,"Sorry my roommates took forever, it ok if I come by now?"
0,cool. We will have fun practicing making babies!
0,Your pussy is perfect!
0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
0,"Damn, poor zac doesn't stand a chance"
0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
0,Cause I'm not freaky lol
0,Hi kindly give us back our documents which we submitted for loan from STAPATI
0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
0,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
0,How much u trying to get?
0,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
0,K still are you loving me.
0,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
0,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
0,What class of  &lt;#&gt;  reunion?
0,Yes. Last  practice
0,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
0,Ok. But i finish at 6.
0,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
0,"Now, whats your house # again ? And do you have any beer there ?"
0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
0,Were gonna go get some tacos
0,Oh:)as usual vijay film or its different?
0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
0,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
0,I dun believe u. I thk u told him.
0,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
0,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
0,"I wake up long ago already... Dunno, what other thing?"
0,"Awesome, think we can get an 8th at usf some time tonight?"
0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
0,Its like that hotel dusk game i think. You solve puzzles in a area thing
0,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...
0,U guys never invite me anywhere :(
0,Ok lor wat time Ì_ finish?
0,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
0,No problem. We will be spending a lot of quality time together...
0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
0,I doubt you could handle 5 times per night in any case...
0,Hmmm.still we dont have opener?
0,No plm i will come da. On the way.
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
0,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
0,Anything lor... U decide...
0,Watching tv lor...
0,Don know:)this week i'm going to tirunelvai da.
0,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
0,Hey come online! Use msn... We are all there
0,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
0,Oh you got many responsibilities.
0,Argh why the fuck is nobody in town ;_;
0,"When you get free, call me"
0,"Yeah, probably earlier than that"
0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
0,What time should I tell my friend to be around?
0,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
0,So what do you guys do.
0,I'm going out to buy mum's present ar.
0,Yeah it's jus rite...
0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
0,Hanging out with my brother and his family
0,Oh yeah! And my diet just flew out the window
0,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
0,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
0,Yes i will be there. Glad you made it.
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
0,Should I head straight there or what
0,Have your lunch and come quickly and open the door:)
0,I wanna watch that movie
0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
0,"Aight yo, dats straight dogg"
0,"sure, but make sure he knows we ain't smokin yet"
0,For fear of fainting with the of all that housework you just did? Quick have a cuppa
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
0,Tell rob to mack his gf in the theater
0,Yar but they say got some error.
0,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
0,Hasn't that been the pattern recently crap weekends?
0,U still havent got urself a jacket ah?
0,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
0,Dear how you. Are you ok?
0,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
0,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
0,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
0,Thanx...
0,"Why is that, princess? I bet the brothas are all chasing you!"
0,THIS IS A LONG FUCKIN SHOWR
0,"I guess you could be as good an excuse as any, lol."
0,U don't remember that old commercial?
0,I am great! How are you?
0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
0,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
0,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
0,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
0,Jus finish bathing...
0,Hey do you want anything to buy:)
0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
0,Check audrey's status right now
0,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
0,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
0,I dunno they close oredi not... ÌÏ v ma fan...
0,Que pases un buen tiempo or something like that
0,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
0,Its  &lt;#&gt; k here oh. Should i send home for sale.
0,We live in the next  &lt;#&gt; mins
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
0,Oops my phone died and I didn't even know. Yeah I like it better.
0,Oh ok.. Wat's ur email?
0,Sorry da thangam.it's my mistake.
0,Poor girl can't go one day lmao
0,Can i get your opinion on something first?
0,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
0,We can make a baby in yo tho
0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
0,O ic lol. Should play 9 doors sometime yo
0,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.
0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
0,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
0,I uploaded mine to Facebook
0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
0,You tell what happen dont behave like this to me. Ok no need to say
0,You bad girl. I can still remember them
0,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...
0,Shopping lor. Them raining mah hard 2 leave orchard.
0,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
0,Just got to  &lt;#&gt;
0,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway
0,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...
0,I AM AT A PARTY WITH ALEX NICHOLS
0,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
0,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
0,Tell me again what your address is
0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
0,"Aight fuck it, I'll get it later"
0,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"""""
0,Will you be here for food
0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
0,That seems unnecessarily hostile
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
0,"They can try! They can get lost, in fact. Tee hee"
0,Lol where do u come up with these ideas?
0,Surely result will offer:)
0,So what did the bank say about the money?
0,There bold 2  &lt;#&gt; . Is that yours
0,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
0,I wont touch you with out your permission.
0,So u gonna get deus ex?
0,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
0,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
0,Omg how did u know what I ate?
0,Guess who spent all last night phasing in and out of the fourth dimension
0,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
0,I gotta collect da car at 6 lei.
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
0,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
0,Hey what are you doing. Y no reply pa..
0,You said not now. No problem. When you can. Let me know.
0,Dai i downloaded but there is only exe file which i can only run that exe after installing.
0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
0,Pls speak to that customer machan.
0,Kay... Since we are out already 
0,A bloo bloo bloo I'll miss the first bowl
0,The wine is flowing and i'm i have nevering..
0,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
0,He is there. You call and meet him
0,This weekend is fine (an excuse not to do too much decorating)
0,* Thought I didn't see you.
0,Doing project w frens lor. 
0,All done? All handed in? Celebrations in full swing yet?
0,2 laptop... I noe infra but too slow lar... I wan fast one
0,"I'm outside islands, head towards hard rock and you'll run into me"
0,Yes:)from last week itself i'm taking live call.
0,That day you asked about anand number. Why:-)
0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
0,Tell me something. Thats okay.
0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
0,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
0,Oh god. I'm gonna Google nearby cliffs now.
0,That's my honeymoon outfit. :)
0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,She.s find. I sent you an offline message to know how anjola's now.
0,Sat right? Okay thanks... 
0,Then wat r u doing now? Busy wif work?
0,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
0,"Yes but i dont care! I need you bad, princess!"
0,Wat r u doing now?
0,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
0,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
0,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
0,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
0,No probs hon! How u doinat the mo?
0,Ok no prob. Take ur time.
0,\CHA QUITEAMUZING THATåÕSCOOL BABE
0,"Sir, I need AXIS BANK account no and bank address."
0,Haha okay... Today weekend leh... 
0,I got your back! Do you have any dislikes in bed?
0,Thats cool princess! I will cover your face in hot sticky cum :)
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
0,Life style garments account no please.
0,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
0,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
0,O shore are you takin the bus
0,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
0,Where are you?when wil you reach here?
0,"Tick, tick, tick ... Babe"
0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
0,"Come to me right now, Ahmad"
0,Pls go there today  &lt;#&gt; . I dont want any excuses
0,Some of them told accenture is not confirm. Is it true.
0,So what u doing today?
0,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
0,Do you know where my lab goggles went
0,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
0,I told your number to gautham..
0,Excellent! Are you ready to moan and scream in ecstasy?
0,I wont. So wat's wit the guys
0,Senthil group company Apnt 5pm.
0,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
0,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
0,"Cool, text me when you're ready"
0,"I am real, baby! I want to bring out your inner tigress..."
0,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
0,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
0,Ffffffffff. Alright no way I can meet up with you sooner?
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,I am not at all happy with what you saying or doing
0,Okie.. Thanx..
0,Then we gotta do it after that
0,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
