v1,v2
0,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
0,On ma way to school. Can you pls send me ashley's number
0,K..i deleted my contact that why?
0,I'm at work. Please call
0,I need details about that online job.
0,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
0,it's really getting me down just hanging around.
0,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
0,Watching tv now. I got new job :)
0,He needs to stop going to bed and make with the fucking dealing
0,Haha okay... Today weekend leh... 
0,I am in your office na.
0,Rofl betta invest in some  anti aging products
0,Does uncle timi help in clearing cars
0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
0,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
0,Where you. What happen
0,See? I thought it all through
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
0,Well if I'm that desperate I'll just call armand again
0,"Come to me right now, Ahmad"
0,Si si. I think ill go make those oreo truffles.
0,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
0,I accidentally deleted the message. Resend please.
0,Also remember to get dobby's bowl from your car
0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
0,make that 3! 4 fucks sake?! x
0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
0,"Okay, good, no problem, and thanx!"
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
0,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
0,One small prestige problem now.
0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
0,"How long has it been since you screamed, princess?"
0,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
0,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
0,Then any special there?
0,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
0,Dont kick coco when he's down
0,Why you keeping me away like this
0,"Nope. Since ayo travelled, he has forgotten his guy"
0,No no:)this is kallis home ground.amla home town is durban:)
0,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
0,ok....take care.umma to you too...
0,Ugh hopefully the asus ppl dont randomly do a reformat.
0,Welp apparently he retired
0,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
0,My sister going to earn more than me da.
0,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
0,Apo all other are mokka players only
0,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
0,"Sorry my roommates took forever, it ok if I come by now?"
0,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
0,Have you always been saying welp?
0,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
0,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
0,"ItÛ÷s å£6 to get in, is that ok?"
0,Maybe you should find something else to do instead???
0,WOT U UP 2 J?
0,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
0,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
0,"Haha... Sounds crazy, dunno can tahan anot..."
0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
0,Why are u up so early?
0,Went to ganesh dress shop
0,"Dear, take care. I am just reaching home.love u a lot."
0,If you are not coughing then its nothing
0,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
0,"Jay told me already, will do"
0,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
0,Yes. Nigh you cant aha.
0,That's y u haf 2 keep me busy...
0,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
0,You could have seen me..i did't recognise you Face.:)
0,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx"
0,DO U WANT 2 MEET UP 2MORRO
0,I want to lick your pussy now...
0,So are you guys asking that i get that slippers again or its gone with last year
0,Dear :-/ why you mood off. I cant drive so i brother to drive
0,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... 
0,I told that am coming on wednesday.
0,Wait  &lt;#&gt;  min..
0,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
0,Happy new year to u too!
0,Its worse if if uses half way then stops. Its better for him to complete it.
0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
0,Hi. I'm always online on yahoo and would like to chat with you someday
0,But you were together so you should be thinkin about him
0,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
0,"Kate jackson rec center before 7ish, right?"
0,"sorry, no, have got few things to do. may be in pub later."
0,So wats ur opinion abt him and how abt is character?
0,Hey. You got any mail?
0,I'm not. She lip synced with shangela.
0,Me too baby! I promise to treat you well! I bet you will take good care of me...
0,Yay! You better not have told that to 5 other girls either.
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
0,Thanks for ve lovely wisheds. You rock
0,Uhhhhrmm isnt having tb test bad when youre sick
0,Thank u!
0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
0,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
0,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.
0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
0,Sitting ard nothing to do lor. U leh busy w work?
0,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
0,As usual u can call me ard 10 smth.
0,Nvm it's ok...
0,Yupz... I've oredi booked slots 4 my weekends liao... 
0,Thanks for sending this mental ability question..
0,Thanx 4 sending me home...
0,:-) :-)
0,Are you there in room.
0,Some are lasting as much as 2 hours. You might get lucky.
0,On the road so cant txt
0,No go. No openings for that room 'til after thanksgiving without an upcharge.
0,If you don't respond imma assume you're still asleep and imma start calling n shit
0,Take some small dose tablet for fever
0,His frens go then he in lor. Not alone wif my mum n sis lor.
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
0,Where are you lover ? I need you ...
0,ELLO BABE U OK?
0,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
0,You got called a tool?
0,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
0,Dear i am not denying your words please
0,Your dad is back in ph?
0,I need to come home and give you some good lovin...
0,Wot is u up 2 then bitch?
0,So Ì_'ll be submitting da project tmr rite?
0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
0,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
0,"Aight will do, thanks again for comin out"
0,Are you plans with your family set in stone ?
0,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
0,Thts god's gift for birds as humans hav some natural gift frm god..
0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
0,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
0,Yup song bro. No creative. Neva test quality. He said check review online.
0,Compliments to you. Was away from the system. How your side.
0,"Good stuff, will do."
0,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
0,Am also doing in cbe only. But have to pay.
0,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
0,"Haha, just what I was thinkin"
0,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
0,Dear we are going to our rubber place
0,:-( that's not v romantic!
0,"Haha awesome, I might need to take you up on that, what you doin tonight?"
0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
0,I will come with karnan car. Please wait till 6pm will directly goto doctor.
0,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
0,These won't do. Have to move on to morphine
0,So how's the weather over there?
0,I like dis sweater fr mango but no more my size already so irritating.
0,Ok i also wan 2 watch e 9 pm show...
0,"Fuuuuck I need to stop sleepin, sup"
0,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
0,Reckon need to be in town by eightish to walk from * carpark.
0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
0,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
0,Love it! I want to flood that pretty pussy with cum...
0,If you have belive me. Come to my home.
0,"Vikky, come around  &lt;TIME&gt; .."
0,Fuck cedar key and fuck her (come over anyway tho)
0,And miss vday the parachute and double coins??? U must not know me very well...
0,Ok i'm coming home now.
0,"And that's fine, I got enough bud to last most of the night at least"
0,I'm home. Ard wat time will u reach?
0,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
0,Now only i reached home. . . I am very tired now. . I will come tomorro
0,Lol where do u come up with these ideas?
0,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
0,Yup. Thk of u oso boring wat.
0,Give me a sec to think think about it
0,Yup i thk so until e shop closes lor.
0,Then we wait 4 u lor... No need 2 feel bad lar...
0,My friends use to call the same.
0,U having lunch alone? I now so bored...
0,Customer place i will call you
0,Men like shorter ladies. Gaze up into his eyes.
0,Yar else i'll thk of all sorts of funny things.
0,"Just looked it up and addie goes back Monday, sucks to be her"
0,Am in film ill call you later.
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
0,Lol its ok I didn't remember til last nite
0,Can Ì_ send me a copy of da report?
0,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
0,Ew are you one of them?
0,You were supposed to wake ME up &gt;:(
0,Yeah right! I'll bring my tape measure fri!
0,Then why you not responding
0,&lt;#&gt;  w jetton ave if you forgot
0,"Sir, waiting for your letter."
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
0,"Yes, princess. Toledo."
0,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
0,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
0,"K I'm ready,  &lt;#&gt; ?"
0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
0,Not from this campus. Are you in the library?
0,Tell them the drug dealer's getting impatient
0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
0,I like you peoples very much:) but am very shy pa.
0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
0,No. Thank you. You've been wonderful
0,Just normal only here :)
0,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
0,Ok lor.
0,Get ready to put on your excellent sub face :)
0,they released another Italian one today and it has a cosign option
0,You'd like that wouldn't you? Jerk!
0,Thanks for picking up the trash.
0,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
0,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
0,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
0,Yeah I don't see why not
0,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
0,Got it! It looks scrumptious... daddy wants to eat you all night long!
0,I'm not sure if its still available though
0,cool. We will have fun practicing making babies!
0,Ok... But bag again..
0,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
0,No calls..messages..missed calls
0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
0,I guess it is useless calling u 4 something important.
0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
0,Do you want bold 2 or bb torch
0,"It could work, we'll reach a consensus at the next meeting"
0,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
0,"I've got ten bucks, jay is being noncomittal"
0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
0,Hey u still at the gym?
0,Easy ah?sen got selected means its good..
0,Where can download clear movies. Dvd copies.
0,"Goodmorning,my grandfather expired..so am on leave today."
0,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
0,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
0,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
0,Mm so you asked me not to call radio
0,Yavnt tried yet and never played original either
